Tree_ID,Original_FASTA_ID,Hill_ID,Transcript_ID,Species,Species_code,Gene_symbol,Family,Protein_accession,Accession_ID,NCBI_description,Database_source
HillIR88,IR88,HillIR88,XM_038048738.1,Hermetia illucens,Hill,IR88,IR,XP_037904666.1,XM_038048738.1,Ionotropic receptor IR88 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR83,IR83,HillIR83,XM_038048742.1,Hermetia illucens,Hill,IR83,IR,XP_037904670.1,XM_038048742.1,Ionotropic receptor IR83 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR84,IR84,HillIR84,XM_038048748.1,Hermetia illucens,Hill,IR84,IR,XP_037904676.1,XM_038048748.1,Ionotropic receptor IR84 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR92,IR92,HillIR92,XM_038048749.1,Hermetia illucens,Hill,IR92,IR,XP_037904677.1,XM_038048749.1,Ionotropic receptor IR92 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR91,IR91,HillIR91,XM_038048758.1,Hermetia illucens,Hill,IR91,IR,XP_037904686.1,XM_038048758.1,Ionotropic receptor IR91 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR68,IR68,HillIR68,XM_038048849.1,Hermetia illucens,Hill,IR68,IR,XP_037904777.1,XM_038048849.1,Ionotropic receptor IR68 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR66,IR66,HillIR66,XM_038048850.1,Hermetia illucens,Hill,IR66,IR,XP_037904778.1,XM_038048850.1,Ionotropic receptor IR66 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR67,IR67,HillIR67,XM_038048872.1,Hermetia illucens,Hill,IR67,IR,XP_037904800.1,XM_038048872.1,Ionotropic receptor IR67 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR13,IR13,HillIR13,XM_038050535.1,Hermetia illucens,Hill,IR13,IR,XP_037906463.1,XM_038050535.1,Ionotropic receptor IR13 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR31,IR31,HillIR31,XM_038050803.1,Hermetia illucens,Hill,IR31,IR,XP_037906731.1,XM_038050803.1,Ionotropic receptor IR31 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR34,IR34,HillIR34,XM_038051042.1,Hermetia illucens,Hill,IR34,IR,XP_037906970.1,XM_038051042.1,Ionotropic receptor IR34 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR33,IR33,HillIR33,XM_038051708.1,Hermetia illucens,Hill,IR33,IR,XP_037906970.1,XM_038051708.1,Ionotropic receptor IR33 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR1,IR1,HillIR1,XM_038052392.1,Hermetia illucens,Hill,IR1,IR,XP_037908320.1,XM_038052392.1,Ionotropic receptor IR1 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR2,IR2,HillIR2,XM_038052393.1,Hermetia illucens,Hill,IR2,IR,XP_037908321.1,XM_038052393.1,Ionotropic receptor IR2 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR46,IR46,HillIR46,XM_038053122.1,Hermetia illucens,Hill,IR46,IR,XP_037909050.1,XM_038053122.1,Ionotropic receptor IR46 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR35,IR35,HillIR35,XM_038054472.1,Hermetia illucens,Hill,IR35,IR,XP_037910400.1,XM_038054472.1,Ionotropic receptor IR35 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR36,IR36,HillIR36,XM_038054473.1,Hermetia illucens,Hill,IR36,IR,XP_037910401.1,XM_038054473.1,Ionotropic receptor IR36 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR29,IR29,HillIR29,XM_038054916.1,Hermetia illucens,Hill,IR29,IR,XP_037910844.1,XM_038054916.1,Ionotropic receptor IR29 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR30,IR30,HillIR30,XM_038054917.1,Hermetia illucens,Hill,IR30,IR,XP_037910845.1,XM_038054917.1,Ionotropic receptor IR30 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR16,IR16,HillIR16,XM_038055390.1,Hermetia illucens,Hill,IR16,IR,XP_037911318.1,XM_038055390.1,Ionotropic receptor IR16 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR18,IR18,HillIR18,XM_038055391.1,Hermetia illucens,Hill,IR18,IR,XP_037911319.1,XM_038055391.1,Ionotropic receptor IR18 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR50,IR50,HillIR50,XM_038055416.1,Hermetia illucens,Hill,IR50,IR,XP_037911344.1,XM_038055416.1,Ionotropic receptor IR50 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR48,IR48,HillIR48,XM_038055878.1,Hermetia illucens,Hill,IR48,IR,XP_037911806.1,XM_038055878.1,Ionotropic receptor IR48 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR49,IR49,HillIR49,XM_038055879.1,Hermetia illucens,Hill,IR49,IR,XP_037911807.1,XM_038055879.1,Ionotropic receptor IR49 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR75,IR75,HillIR75,XM_038056139.1,Hermetia illucens,Hill,IR75,IR,XP_037912067.1,XM_038056139.1,Ionotropic receptor IR75 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR14,IR14,HillIR14,XM_038056363.1,Hermetia illucens,Hill,IR14,IR,XP_037906463.1,XM_038056363.1,Ionotropic receptor IR14 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR17,IR17,HillIR17,XM_038056939.1,Hermetia illucens,Hill,IR17,IR,XP_037906463.1,XM_038056939.1,Ionotropic receptor IR17 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR22,IR22,HillIR22,XM_038056940.1,Hermetia illucens,Hill,IR22,IR,XP_037912868.1,XM_038056940.1,Ionotropic receptor IR22 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR15,IR15,HillIR15,XM_038057698.1,Hermetia illucens,Hill,IR15,IR,XP_037913626.1,XM_038057698.1,Ionotropic receptor IR15 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR64,IR64,HillIR64,XM_038057909.1,Hermetia illucens,Hill,IR64,IR,XP_037904778.1,XM_038057909.1,Ionotropic receptor IR64 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR53,IR53,HillIR53,XM_038057910.1,Hermetia illucens,Hill,IR53,IR,XP_037904778.1,XM_038057910.1,Ionotropic receptor IR53 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR52,IR52,HillIR52,XM_038057911.1,Hermetia illucens,Hill,IR52,IR,XP_037904778.1,XM_038057911.1,Ionotropic receptor IR52 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR3,IR3,HillIR3,XM_038058575.1,Hermetia illucens,Hill,IR3,IR,XP_037914503.1,XM_038058575.1,Ionotropic receptor IR3 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR42,IR42,HillIR42,XM_038058671.1,Hermetia illucens,Hill,IR42,IR,XP_037914599.1,XM_038058671.1,Ionotropic receptor IR42 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR41,IR41,HillIR41,XM_038058680.1,Hermetia illucens,Hill,IR41,IR,XP_037914608.1,XM_038058680.1,Ionotropic receptor IR41 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR26,IR26,HillIR26,XM_038059135.1,Hermetia illucens,Hill,IR26,IR,XP_037915063.1,XM_038059135.1,Ionotropic receptor IR26 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR28,IR28,HillIR28,XM_038059137.1,Hermetia illucens,Hill,IR28,IR,XP_037915065.1,XM_038059137.1,Ionotropic receptor IR28 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR27,IR27,HillIR27,XM_038059138.1,Hermetia illucens,Hill,IR27,IR,XP_037915066.1,XM_038059138.1,Ionotropic receptor IR27 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR47,IR47,HillIR47,XM_038060682.1,Hermetia illucens,Hill,IR47,IR,XP_037916610.1,XM_038060682.1,Ionotropic receptor IR47 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR51,IR51,HillIR51,XM_038060972.1,Hermetia illucens,Hill,IR51,IR,XP_037904778.1,XM_038060972.1,Ionotropic receptor IR51 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR63,IR63,HillIR63,XM_038062758.1,Hermetia illucens,Hill,IR63,IR,XP_037918686.1,XM_038062758.1,Ionotropic receptor IR63 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR65,IR65,HillIR65,XM_038062759.1,Hermetia illucens,Hill,IR65,IR,XP_037918687.1,XM_038062759.1,Ionotropic receptor IR65 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR62,IR62,HillIR62,XM_038062760.1,Hermetia illucens,Hill,IR62,IR,XP_037904778.1,XM_038062760.1,Ionotropic receptor IR62 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR60,IR60,HillIR60,XM_038062764.1,Hermetia illucens,Hill,IR60,IR,XP_037904778.1,XM_038062764.1,Ionotropic receptor IR60 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR56,IR56,HillIR56,XM_038062769.1,Hermetia illucens,Hill,IR56,IR,XP_037904778.1,XM_038062769.1,Ionotropic receptor IR56 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR58,IR58,HillIR58,XM_038062770.1,Hermetia illucens,Hill,IR58,IR,XP_037904778.1,XM_038062770.1,Ionotropic receptor IR58 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR59,IR59,HillIR59,XM_038062784.1,Hermetia illucens,Hill,IR59,IR,XP_037904778.1,XM_038062784.1,Ionotropic receptor IR59 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR55,IR55,HillIR55,XM_038062785.1,Hermetia illucens,Hill,IR55,IR,XP_037904778.1,XM_038062785.1,Ionotropic receptor IR55 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR54,IR54,HillIR54,XM_038062786.1,Hermetia illucens,Hill,IR54,IR,XP_037904778.1,XM_038062786.1,Ionotropic receptor IR54 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR61,IR61,HillIR61,XM_038062787.1,Hermetia illucens,Hill,IR61,IR,XP_037904778.1,XM_038062787.1,Ionotropic receptor IR61 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR57,IR57,HillIR57,XM_038062788.1,Hermetia illucens,Hill,IR57,IR,XP_037904778.1,XM_038062788.1,Ionotropic receptor IR57 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR90,IR90,HillIR90,XM_038063818.1,Hermetia illucens,Hill,IR90,IR,XP_037919746.1,XM_038063818.1,Ionotropic receptor IR90 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR100,IR100,HillIR100,XM_038063821.1,Hermetia illucens,Hill,IR100,IR,XP_037919749.1,XM_038063821.1,Ionotropic receptor IR100 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR101,IR101,HillIR101,XM_038063827.1,Hermetia illucens,Hill,IR101,IR,XP_037919755.1,XM_038063827.1,Ionotropic receptor IR101 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR7,IR7,HillIR7,XM_038064328.1,Hermetia illucens,Hill,IR7,IR,XP_037920256.1,XM_038064328.1,Ionotropic receptor IR7 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR74,IR74,HillIR74,XM_038065353.1,Hermetia illucens,Hill,IR74,IR,XP_037921281.1,XM_038065353.1,Ionotropic receptor IR74 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR97,IR97,HillIR97,XM_038065354.1,Hermetia illucens,Hill,IR97,IR,XP_037921282.1,XM_038065354.1,Ionotropic receptor IR97 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR76,IR76,HillIR76,XM_038065355.1,Hermetia illucens,Hill,IR76,IR,XP_037921283.1,XM_038065355.1,Ionotropic receptor IR76 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR96,IR96,HillIR96,XM_038065356.1,Hermetia illucens,Hill,IR96,IR,XP_037921284.1,XM_038065356.1,Ionotropic receptor IR96 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR77,IR77,HillIR77,XM_038065357.1,Hermetia illucens,Hill,IR77,IR,XP_037921285.1,XM_038065357.1,Ionotropic receptor IR77 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR95,IR95,HillIR95,XM_038065358.1,Hermetia illucens,Hill,IR95,IR,XP_037921286.1,XM_038065358.1,Ionotropic receptor IR95 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR98,IR98,HillIR98,XM_038065361.1,Hermetia illucens,Hill,IR98,IR,XP_037921289.1,XM_038065361.1,Ionotropic receptor IR98 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR99,IR99,HillIR99,XM_038065367.1,Hermetia illucens,Hill,IR99,IR,XP_037921295.1,XM_038065367.1,Ionotropic receptor IR99 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR24,IR24,HillIR24,XM_038065714.1,Hermetia illucens,Hill,IR24,IR,XP_037921642.1,XM_038065714.1,Ionotropic receptor IR24 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR23,IR23,HillIR23,XM_038065715.1,Hermetia illucens,Hill,IR23,IR,XP_037921643.1,XM_038065715.1,Ionotropic receptor IR23 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR37,IR37,HillIR37,XM_038067515.1,Hermetia illucens,Hill,IR37,IR,XP_037923443.1,XM_038067515.1,Ionotropic receptor IR37 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR4,IR4,HillIR4,XM_038068699.1,Hermetia illucens,Hill,IR4,IR,XP_037906463.1,XM_038068699.1,Ionotropic receptor IR4 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR5,IR5,HillIR5,XM_038068700.1,Hermetia illucens,Hill,IR5,IR,XP_037924628.1,XM_038068700.1,Ionotropic receptor IR5 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR6,IR6,HillIR6,XM_038068817.1,Hermetia illucens,Hill,IR6,IR,XP_037924745.1,XM_038068817.1,Ionotropic receptor IR6 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR12,IR12,HillIR12,XM_038068965.1,Hermetia illucens,Hill,IR12,IR,XP_037906463.1,XM_038068965.1,Ionotropic receptor IR12 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR19,IR19,HillIR19,XM_038069008.1,Hermetia illucens,Hill,IR19,IR,XP_037924936.1,XM_038069008.1,Ionotropic receptor IR19 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR20,IR20,HillIR20,XM_038069886.1,Hermetia illucens,Hill,IR20,IR,XP_037925814.1,XM_038069886.1,Ionotropic receptor IR20 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR21,IR21,HillIR21,XM_038069887.1,Hermetia illucens,Hill,IR21,IR,XP_037925815.1,XM_038069887.1,Ionotropic receptor IR21 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR11,IR11,HillIR11,XM_038069888.1,Hermetia illucens,Hill,IR11,IR,XP_037906463.1,XM_038069888.1,Ionotropic receptor IR11 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR25,IR25,HillIR25,XM_038069889.1,Hermetia illucens,Hill,IR25,IR,XP_037925817.1,XM_038069889.1,Ionotropic receptor IR25 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillIR8,IR8,HillIR8,XM_038070004.1,Hermetia illucens,Hill,IR8,IR,XP_037906463.1,XM_038070004.1,Ionotropic receptor IR8 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
