Tree_ID,Original_FASTA_ID,Hill_ID,Transcript_ID,Species,Species_code,Gene_symbol,Family,Protein_accession,Accession_ID,NCBI_description,Database_source
HillGR8,GR8,HillGR8,XM_038060223.1,Hermetia illucens,Hill,GR8,GR,XP_037916151.1,XM_038060223.1,Gustatory receptor GR8 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillGR26,GR26,HillGR26,XM_038060761.1,Hermetia illucens,Hill,GR26,GR,XP_037916689.1,XM_038060761.1,Gustatory receptor GR26 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillGR27,GR27,HillGR27,XM_038060762.1,Hermetia illucens,Hill,GR27,GR,XP_037916690.1,XM_038060762.1,Gustatory receptor GR27 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillGR28,GR28,HillGR28,XM_038060763.1,Hermetia illucens,Hill,GR28,GR,XP_037916691.1,XM_038060763.1,Gustatory receptor GR28 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillGR25,GR25,HillGR25,XM_038060764.1,Hermetia illucens,Hill,GR25,GR,XP_037916692.1,XM_038060764.1,Gustatory receptor GR25 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillGR40,GR40,HillGR40,XM_038061394.1,Hermetia illucens,Hill,GR40,GR,XP_037917322.1,XM_038061394.1,Gustatory receptor GR40 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillGR33,GR33,HillGR33,XM_038062660.1,Hermetia illucens,Hill,GR33,GR,XP_037918588.1,XM_038062660.1,Gustatory receptor GR33 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillGR32,GR32,HillGR32,XM_038062662.1,Hermetia illucens,Hill,GR32,GR,XP_037918590.1,XM_038062662.1,Gustatory receptor GR32 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillGR34,GR34,HillGR34,XM_038062666.1,Hermetia illucens,Hill,GR34,GR,XP_037918594.1,XM_038062666.1,Gustatory receptor GR34 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
HillGR35,GR35,HillGR35,XM_038062667.1,Hermetia illucens,Hill,GR35,GR,XP_037918595.1,XM_038062667.1,Gustatory receptor GR35 [Hermetia illucens]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,NCBI (Hermetia illucens genome GCF_905115235.1)
AaegGR1,AaegGR1,,,Aedes aegypti,Aaeg,GR1,GR,AaegGr1,AaegGr1,gustatory receptor 1 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR2,AaegGR2,,,Aedes aegypti,Aaeg,GR2,GR,AaegGr2,AaegGr2,gustatory receptor 2 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR3,AaegGR3,,,Aedes aegypti,Aaeg,GR3,GR,AaegGr3,AaegGr3,gustatory receptor 3 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR4,AaegGR4,,,Aedes aegypti,Aaeg,GR4,GR,AaegGr4,AaegGr4,gustatory receptor 4 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR5,AaegGR5,,,Aedes aegypti,Aaeg,GR5,GR,AaegGr5,AaegGr5,gustatory receptor 5 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR6,AaegGR6,,,Aedes aegypti,Aaeg,GR6,GR,AaegGr6,AaegGr6,gustatory receptor 6 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR7,AaegGR7,,,Aedes aegypti,Aaeg,GR7,GR,AaegGr7,AaegGr7,gustatory receptor 7 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR8,AaegGR8,,,Aedes aegypti,Aaeg,GR8,GR,AaegGr8,AaegGr8,gustatory receptor 8 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR9,AaegGR9,,,Aedes aegypti,Aaeg,GR9,GR,AaegGr9,AaegGr9,gustatory receptor 9 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR10,AaegGR10,,,Aedes aegypti,Aaeg,GR10,GR,AaegGr10,AaegGr10,gustatory receptor 10 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR11,AaegGR11,,,Aedes aegypti,Aaeg,GR11,GR,AaegGr11,AaegGr11,gustatory receptor 11 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR13,AaegGR13,,,Aedes aegypti,Aaeg,GR13,GR,AaegGr13,AaegGr13,Gustatory receptor GR13 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR14,AaegGR14,,,Aedes aegypti,Aaeg,GR14,GR,AaegGr14,AaegGr14,gustatory receptor 14 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR15,AaegGR15,,,Aedes aegypti,Aaeg,GR15,GR,AaegGr15,AaegGr15,gustatory receptor 15 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR16,AaegGR16,,,Aedes aegypti,Aaeg,GR16,GR,AaegGr16,AaegGr16,gustatory receptor 16 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR17,AaegGR17,,,Aedes aegypti,Aaeg,GR17,GR,AaegGr17,AaegGr17,gustatory receptor 17 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR18,AaegGR18,,,Aedes aegypti,Aaeg,GR18,GR,AaegGr18,AaegGr18,gustatory receptor 18 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR19a,AaegGR19a,,,Aedes aegypti,Aaeg,GR19a,GR,AaegGr19a,AaegGr19a,gustatory receptor 19a isoform a [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR19b,AaegGR19b,,,Aedes aegypti,Aaeg,GR19b,GR,AaegGr19b,AaegGr19b,gustatory receptor 18 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR19c,AaegGR19c,,,Aedes aegypti,Aaeg,GR19c,GR,AaegGr19c,AaegGr19c,gustatory receptor 19a isoform a [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20a,AaegGR20a,,,Aedes aegypti,Aaeg,GR20a,GR,AaegGr20a,AaegGr20a,Gustatory receptor GR20a [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20b,AaegGR20b,,,Aedes aegypti,Aaeg,GR20b,GR,AaegGr20b,AaegGr20b,gustatory receptor 2 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20c,AaegGR20c,,,Aedes aegypti,Aaeg,GR20c,GR,AaegGr20c,AaegGr20c,gustatory receptor 20 isoform k [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20d,AaegGR20d,,,Aedes aegypti,Aaeg,GR20d,GR,AaegGr20d,AaegGr20d,Gustatory receptor GR20d [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20e,AaegGR20e,,,Aedes aegypti,Aaeg,GR20e,GR,AaegGr20e,AaegGr20e,gustatory receptor 20 isoform k [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20f,AaegGR20f,,,Aedes aegypti,Aaeg,GR20f,GR,AaegGr20f,AaegGr20f,gustatory receptor 20 isoform k [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20g,AaegGR20g,,,Aedes aegypti,Aaeg,GR20g,GR,AaegGr20g,AaegGr20g,gustatory receptor 20 isoform k [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20h,AaegGR20h,,,Aedes aegypti,Aaeg,GR20h,GR,AaegGr20h,AaegGr20h,Gustatory receptor GR20h [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20i,AaegGR20i,,,Aedes aegypti,Aaeg,GR20i,GR,AaegGr20i,AaegGr20i,gustatory receptor 20 isoform k [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20j,AaegGR20j,,,Aedes aegypti,Aaeg,GR20j,GR,AaegGr20j,AaegGr20j,gustatory receptor 20 isoform k [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20k,AaegGR20k,,,Aedes aegypti,Aaeg,GR20k,GR,AaegGr20k,AaegGr20k,Gustatory receptor GR20k [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20l,AaegGR20l,,,Aedes aegypti,Aaeg,GR20l,GR,AaegGr20l,AaegGr20l,Gustatory receptor GR20l [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR20m,AaegGR20m,,,Aedes aegypti,Aaeg,GR20m,GR,AaegGr20m,AaegGr20m,gustatory receptor 20 isoform k [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR21,AaegGR21,,,Aedes aegypti,Aaeg,GR21,GR,AaegGr21,AaegGr21,gustatory receptor 21 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR22,AaegGR22,,,Aedes aegypti,Aaeg,GR22,GR,AaegGr22,AaegGr22,gustatory receptor 22 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR23,AaegGR23,,,Aedes aegypti,Aaeg,GR23,GR,AaegGr23,AaegGr23,gustatory receptor 23 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR25,AaegGR25,,,Aedes aegypti,Aaeg,GR25,GR,AaegGr25,AaegGr25,gustatory receptor 25 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR26,AaegGR26,,,Aedes aegypti,Aaeg,GR26,GR,AaegGr26,AaegGr26,gustatory receptor 26 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR27,AaegGR27,,,Aedes aegypti,Aaeg,GR27,GR,AaegGr27,AaegGr27,gustatory receptor 27 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR29,AaegGR29,,,Aedes aegypti,Aaeg,GR29,GR,AaegGr29,AaegGr29,gustatory receptor 29 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR30,AaegGR30,,,Aedes aegypti,Aaeg,GR30,GR,AaegGr30,AaegGr30,gustatory receptor 30 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR31,AaegGR31,,,Aedes aegypti,Aaeg,GR31,GR,AaegGr31,AaegGr31,gustatory receptor 31 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR32,AaegGR32,,,Aedes aegypti,Aaeg,GR32,GR,AaegGr32,AaegGr32,gustatory receptor 33b [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR33a,AaegGR33a,,,Aedes aegypti,Aaeg,GR33a,GR,AaegGr33a,AaegGr33a,gustatory receptor 33a isoform 2 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR33b,AaegGR33b,,,Aedes aegypti,Aaeg,GR33b,GR,AaegGr33b,AaegGr33b,gustatory receptor 33b [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR34,AaegGR34,,,Aedes aegypti,Aaeg,GR34,GR,AaegGr34,AaegGr34,gustatory receptor 34 isoform 2 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR35,AaegGR35,,,Aedes aegypti,Aaeg,GR35,GR,AaegGr35,AaegGr35,gustatory receptor 35 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR36,AaegGR36,,,Aedes aegypti,Aaeg,GR36,GR,AaegGr36,AaegGr36,gustatory receptor 36 precursor [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR37,AaegGR37,,,Aedes aegypti,Aaeg,GR37,GR,AaegGr37,AaegGr37,gustatory receptor 37 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR39a,AaegGR39a,,,Aedes aegypti,Aaeg,GR39a,GR,AaegGr39a,AaegGr39a,gustatory receptor 39 isoform Gr39a [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR39b,AaegGR39b,,,Aedes aegypti,Aaeg,GR39b,GR,AaegGr39b,AaegGr39b,gustatory receptor 39 isoform Gr39b [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR39c,AaegGR39c,,,Aedes aegypti,Aaeg,GR39c,GR,AaegGr39c,AaegGr39c,gustatory receptor 39 isoform Gr39c [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR39d,AaegGR39d,,,Aedes aegypti,Aaeg,GR39d,GR,AaegGr39d,AaegGr39d,gustatory receptor 39 isoform Gr39c [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR39e,AaegGR39e,,,Aedes aegypti,Aaeg,GR39e,GR,AaegGr39e,AaegGr39e,gustatory receptor 39 isoform Gr39c [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR39f,AaegGR39f,,,Aedes aegypti,Aaeg,GR39f,GR,AaegGr39f,AaegGr39f,gustatory receptor 39 isoform Gr39c [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR39g,AaegGR39g,,,Aedes aegypti,Aaeg,GR39g,GR,AaegGr39g,AaegGr39g,gustatory receptor 39 isoform Gr39c [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR39h,AaegGR39h,,,Aedes aegypti,Aaeg,GR39h,GR,AaegGr39h,AaegGr39h,gustatory receptor 39 isoform Gr39h [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR41,AaegGR41,,,Aedes aegypti,Aaeg,GR41,GR,AaegGr41,AaegGr41,gustatory receptor 41 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR42,AaegGR42,,,Aedes aegypti,Aaeg,GR42,GR,AaegGr42,AaegGr42,gustatory receptor 42 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR43,AaegGR43,,,Aedes aegypti,Aaeg,GR43,GR,AaegGr43,AaegGr43,gustatory receptor 43 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR44,AaegGR44,,,Aedes aegypti,Aaeg,GR44,GR,AaegGr44,AaegGr44,gustatory receptor 44 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR45,AaegGR45,,,Aedes aegypti,Aaeg,GR45,GR,AaegGr45,AaegGr45,Gustatory receptor GR45 [Aedes aegypti]; gene name based on Drosophila ortholog nomenclature; see accompanying FASTA for sequence,VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR46,AaegGR46,,,Aedes aegypti,Aaeg,GR46,GR,AaegGr46,AaegGr46,gustatory receptor 46 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
AaegGR47,AaegGR47,,,Aedes aegypti,Aaeg,GR47,GR,AaegGr47,AaegGr47,gustatory receptor 47 [Aedes aegypti],VectorBase / Matthews et al. 2018 Nature (AaegL5; doi:10.1038/s41586-018-0692-z)
